Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,659.2999877929688,663.0,651.3499755859375,653.2999877929688,644.731689453125,820283
2020-01-02,654.9500122070312,660.8499755859375,647.5999755859375,659.5499877929688,650.8997802734375,1167011
2020-01-03,657.9500122070312,665.0,656.0499877929688,663.7000122070312,654.9953002929688,1224987
2020-01-06,662.9500122070312,662.9500122070312,646.2999877929688,649.9000244140625,641.3763427734375,1162203
2020-01-07,651.0999755859375,660.0,650.25,654.5,645.9159545898438,1007897
2020-01-08,649.0,653.4500122070312,647.0,651.0499877929688,642.51123046875,742490
2020-01-09,655.2999877929688,689.1500244140625,655.2999877929688,684.2999877929688,675.3251342773438,2697590
2020-01-10,688.4500122070312,691.7999877929688,682.2000122070312,687.5,678.483154296875,1308124
2020-01-13,687.5,696.0,686.0999755859375,693.4500122070312,684.3551025390625,815053
2020-01-14,694.5,701.0,691.5,693.3499755859375,684.2564086914062,781087
2020-01-15,692.2999877929688,697.7999877929688,683.6500244140625,695.2999877929688,686.1808471679688,622594
2020-01-16,696.0,712.0,695.5499877929688,701.0999755859375,691.90478515625,1010417
2020-01-17,700.0,712.7999877929688,697.25,705.0999755859375,695.852294921875,957742
2020-01-20,707.4000244140625,715.0,696.2000122070312,700.25,691.0659790039062,857374
2020-01-21,697.0,704.9500122070312,696.0,702.5,693.2864379882812,562545
2020-01-22,703.9000244140625,704.5,692.0499877929688,695.4500122070312,686.3289184570312,503474
2020-01-23,695.0499877929688,718.0,695.0499877929688,713.2999877929688,703.94482421875,1523850
2020-01-24,714.8499755859375,730.9500122070312,708.3499755859375,723.4500122070312,713.961669921875,1865819
2020-01-27,725.0,725.9500122070312,708.9000244140625,710.5999755859375,701.2801513671875,1111167
2020-01-28,713.0,722.5,710.4500122070312,716.4000244140625,707.004150390625,922232
2020-01-29,716.3499755859375,718.4000244140625,704.5999755859375,707.75,698.4675903320312,738157
2020-01-30,705.0,707.0999755859375,690.6500244140625,698.75,689.5856323242188,702379
2020-01-31,703.0,709.0,691.0,694.2000122070312,685.0953369140625,605269
2020-02-03,685.0,697.7000122070312,679.75,690.0999755859375,681.049072265625,470633
2020-02-04,699.0,702.5999755859375,682.0,700.1500244140625,690.9672241210938,1142197
2020-02-05,699.0,715.4000244140625,688.0,694.3499755859375,685.2433471679688,1228520
2020-02-06,697.5,697.5,677.1500244140625,683.25,674.2889404296875,1177640
2020-02-07,684.0,707.9000244140625,671.5,701.4500122070312,692.250244140625,5493326
2020-02-10,701.9500122070312,701.9500122070312,667.0499877929688,682.0,673.0552978515625,2694224
2020-02-11,686.4000244140625,706.0,681.0,683.25,674.2889404296875,1836835
2020-02-12,687.7999877929688,688.5,677.5499877929688,682.25,673.302001953125,581086
2020-02-13,681.4000244140625,689.0,675.0,685.5999755859375,676.6080932617188,492340
2020-02-14,688.0,693.0,683.0999755859375,687.9000244140625,678.8779296875,442425
2020-02-17,689.7000122070312,704.9500122070312,683.0499877929688,694.8499755859375,685.7367553710938,1473125
2020-02-18,694.75,700.5499877929688,684.0499877929688,697.0999755859375,687.957275390625,1369375
2020-02-19,702.0999755859375,737.0,702.0999755859375,733.1500244140625,723.5344848632812,3317660
2020-02-20,736.0,741.0,721.0499877929688,725.0,715.4913330078125,2105332
2020-02-24,721.2999877929688,733.9500122070312,715.4000244140625,717.6500244140625,708.23779296875,1618922
2020-02-25,723.7999877929688,731.3499755859375,702.0,703.5999755859375,694.3719482421875,1873648
2020-02-26,700.0,704.8499755859375,685.5,691.7000122070312,682.6281127929688,1172920
2020-02-27,692.0,695.5,680.0,684.9000244140625,675.9172973632812,1033182
2020-02-28,674.7999877929688,686.1500244140625,655.75,678.75,669.8479614257812,2034326
2020-03-02,685.4000244140625,691.8499755859375,655.5,664.0999755859375,655.3900146484375,2029657
2020-03-03,677.0,695.4500122070312,665.2999877929688,690.8499755859375,681.7891845703125,1720245
2020-03-04,694.0,694.5,668.0499877929688,687.0,677.9896850585938,1076218
2020-03-05,691.4000244140625,697.0,675.5,689.5999755859375,680.5556030273438,926538
2020-03-06,669.0,679.0,656.5499877929688,673.6500244140625,664.8148803710938,1863719
2020-03-09,655.75,664.9500122070312,635.1500244140625,646.0999755859375,637.6261596679688,2114146
2020-03-11,650.0,655.0,634.25,641.0,632.593017578125,1400634
2020-03-12,620.0,628.7000122070312,587.25,621.4000244140625,613.2501220703125,1982451
2020-03-13,564.0,664.2000122070312,559.2999877929688,655.6500244140625,647.0509033203125,1944092
2020-03-16,635.0,635.0,598.0499877929688,602.5999755859375,594.6966552734375,1650459
2020-03-17,613.0,626.5499877929688,590.0999755859375,595.4000244140625,587.5911254882812,1616406
2020-03-18,600.0,607.7000122070312,570.1500244140625,576.0999755859375,568.544189453125,1338187
2020-03-19,536.0,566.4000244140625,527.0,548.2000122070312,541.0101318359375,1240527
2020-03-20,555.0,585.7000122070312,555.0,564.7999877929688,557.3923950195312,1768226
2020-03-23,527.0,539.4500122070312,475.54998779296875,488.70001220703125,482.29052734375,780947
2020-03-24,498.25,526.4000244140625,472.3500061035156,478.3500061035156,472.0762634277344,1601386
2020-03-25,485.0,504.20001220703125,448.75,486.6000061035156,480.21807861328125,2021433
2020-03-26,489.6000061035156,522.4000244140625,474.29998779296875,504.5,497.8832702636719,2100154
2020-03-27,523.0,523.0,474.29998779296875,490.54998779296875,484.1162414550781,1873789
2020-03-30,471.0,486.20001220703125,449.70001220703125,465.1000061035156,459.0000305175781,1456136
2020-03-31,471.29998779296875,492.5,463.5,476.8999938964844,470.645263671875,1173010
2020-04-01,472.54998779296875,485.54998779296875,464.04998779296875,471.25,465.06939697265625,1766499
2020-04-03,474.1000061035156,478.8500061035156,460.5,472.54998779296875,466.3523254394531,845747
2020-04-07,484.29998779296875,501.8500061035156,477.79998779296875,484.54998779296875,478.1949157714844,1934898
2020-04-08,481.0,522.9000244140625,476.0,482.70001220703125,476.36920166015625,2355743
2020-04-09,487.0,515.75,481.3500061035156,508.8999938964844,502.2255554199219,2806291
2020-04-13,511.0,511.3999938964844,482.5,505.1000061035156,498.4754333496094,1902868
2020-04-15,508.0,538.7000122070312,508.0,515.9000244140625,509.1338195800781,4126544
2020-04-16,518.9500122070312,532.9500122070312,509.1499938964844,521.2999877929688,514.4629516601562,3313113
2020-04-17,531.0,545.5999755859375,514.4500122070312,523.5999755859375,516.7327270507812,3034376
2020-04-20,522.5999755859375,530.7999877929688,517.5999755859375,521.4000244140625,514.5616455078125,1976078
2020-04-21,515.0,515.0,491.3999938964844,499.1499938964844,492.6034240722656,2136415
2020-04-22,500.0,507.54998779296875,484.45001220703125,503.3500061035156,496.74835205078125,2662294
2020-04-23,507.0,513.0,498.0,508.20001220703125,501.5347595214844,2472824
2020-04-24,500.0,505.0,485.0,487.1499938964844,480.7608337402344,1697939
2020-04-27,490.20001220703125,499.6499938964844,485.0,490.79998779296875,484.3629455566406,1763196
2020-04-28,494.3500061035156,501.70001220703125,492.20001220703125,496.79998779296875,490.2842712402344,1946282
2020-04-29,497.0,498.70001220703125,489.0,491.3999938964844,484.9551086425781,2104519
2020-04-30,495.20001220703125,517.5,495.20001220703125,505.3999938964844,498.7714538574219,2950356
2020-05-04,496.0,496.5,461.0,465.95001220703125,459.8388977050781,2361916
2020-05-05,475.0,481.8999938964844,432.25,438.3999938964844,432.65020751953125,4163943
2020-05-06,442.79998779296875,463.8999938964844,427.45001220703125,457.95001220703125,451.9438171386719,7211439
2020-05-07,460.0,469.0,439.1499938964844,442.20001220703125,436.4003601074219,7363997
2020-05-08,455.0,459.95001220703125,445.20001220703125,456.3999938964844,450.41412353515625,3964094
2020-05-11,458.1000061035156,472.70001220703125,457.6000061035156,468.95001220703125,462.799560546875,2289089
2020-05-12,467.45001220703125,474.20001220703125,457.25,460.20001220703125,454.164306640625,3635078
2020-05-13,475.0,481.79998779296875,452.8999938964844,464.1499938964844,458.0624694824219,5154440
2020-05-14,458.8999938964844,472.5,453.45001220703125,457.0,451.0062561035156,2959019
2020-05-15,460.0,466.0,448.5,462.04998779296875,455.9900207519531,2668582
2020-05-18,463.5,463.95001220703125,438.25,441.54998779296875,435.7588806152344,2151356
2020-05-19,448.0,453.5,432.04998779296875,436.29998779296875,430.5777282714844,2322033
2020-05-20,437.5,460.0,434.20001220703125,454.3999938964844,448.4403381347656,2101099
2020-05-21,456.0,466.70001220703125,454.0,461.3500061035156,455.2992248535156,1951284
2020-05-22,461.75,466.95001220703125,445.0,450.29998779296875,444.3941345214844,2146202
2020-05-26,456.20001220703125,457.3500061035156,446.5,449.79998779296875,443.9006652832031,2168193
2020-05-27,452.8999938964844,466.0,448.1000061035156,464.54998779296875,458.45721435546875,3177253
